Artist,Album,Genres,Label,Styles,Year,Country,Format,Tracklist,Credits,Stats
John Lurie National Orchestra,The Invention Of Animals,['Jazz'],"[<Label 56331 'Amulet Records'>, <Label 56331 'Amulet Records'>]","['Free Jazz', 'Avant-garde Jazz', 'Free Improvisation']",2014,US,"[{'name': 'CD', 'qty': '1', 'descriptions': ['Album']}]","[[<Track '1' 'Flutter'>, <Track '2' 'Men With Sticks (Noble Version)'>, <Track '3' 'I Came To Visit Here For A While'>, <Track '4' 'The Beast'>, <Track '5' 'Little'>, <Track '6' 'Ignore The Giant'>, <Track '7' 'The Invention Of Animals'>]]","['John Lurie', 'Billy Martin', 'Calvin Weston', 'Nesrin Wolf', 'Heung-Heung Chin', 'Michael Fossenkemper', 'Steven Klein', 'Claudia Engelhart', 'Joe Ferla', 'Tom Lazarus']",<MarketplaceStats 1 for sale>
